,movie_id,title,tags
771,10052,Dragonfly,griev doctor contact late wife patient near death experi . drama pregnancyandbirth voic dragonfli carcrash jungl hospit doctor humanitarian spirit kevincostn joemorton ronrifkin susannathompson kathyb jacobsmith robertbaileyjr . jaythoma lisaban mattcraven lesliehop kimstaunton lizaweil nigelgibb caseybigg heidiswedberg marybethfish jamiesuesherril samanthasmith peterhansen deirdreo'connel lindahunt justinamachado johndebney tomshadyac
772,9676,The Black Dahlia,"lee blanchard bucki bleichert former boxers-turned-cop 1940 lo angel , aspir young actress turn dead , blanchard bleichert must grappl corrupt , narciss , stag film famili mad pursu killer . drama pornographi observ losangel murderhunt joshhartnett scarlettjohansson aaroneckhart hilaryswank miakirshn mikestarr fionashaw patrickfischl jamesoti johnkavanagh troyevan anthonyrussel pepeserna angusmacinn rachelmin jemimaroop gregghenri rosemcgowan noelarthur briandepalma markisham"
773,9664,Flyboys,"adventur lafayett escadril , young american volunt french militari u.s. enter world war , becam countri 's first fighter pilot . action adventur drama histori romanc war worldwari biplan jamesfranco davidellison jeanreno philipwinchest abdulsali toddboyc karenford macmcdonald scotthazel ruthbradley timpigott-smith tylerlabin gaildowney augustinlegrand keithmcerlean jenniferdeck trevorrabin tonybil"
774,2100,The Last Castle,court martial gener ralli togeth 1200 inmat rise system put away . action drama thriller prison gener robertredford jamesgandolfini markruffalo steveburton delroylindo paulcalderon samuelbal jeremychild georgew.scott cliftoncollinsjr addisonp jerrygoldsmith tomwait rodluri
775,10384,Supernova,"set 22nd centuri , batter salvag ship send distress signal , season crew rescu hospit ship nova-17 respond . find black hole -- threaten destroy ship -- mysteri survivor whose bodi quickli mutat monstrou deadli form . horror sciencefict thriller blackpeopl starship futur star supernova blast jamesspad angelabassett robertforst loudiamondphillip peterfacinelli robintunney wilsoncruz eddyricejr . knoxwhit kerriganmahan vanessamarshal kevinsizemor walterhil jackshold"
776,137321,Winter's Tale,"burglar fall heiress die arm . learn gift reincarn , set save . drama fantasi mysteri romanc basedonnovel colinfarrel jessicabrownfindlay russellcrow williamhurt jenniferconnelli willsmith grahamgreen mattbom kevindurand evamariesaint kevincorrigan lucygriffith finnwittrock nekazang michaelcran brianhutchison alandoyl jonpatrickwalk mauricejon mckaylatwigg matthewr.staley scottgrim brendawehl tommorrissey joshuahenri ripleysobo maggiegeha caitlindulani normlewi harriettd.foy robcampbel scottdillin luisaugustofigueroa hanszimm rupertgregson-william akivagoldsman"
777,123553,The Mortal Instruments: City of Bones,"new york citi , clari fray , seemingli ordinari teenag , learn descend line shadowhunt — half-angel warrior protect human evil forc . mother disappear , clari join forc group shadowhunt enter downworld , altern realm fill demon , vampir , host creatur . clari companion must find protect ancient cup hold key mother 's futur . action adventur drama mysteri romanc fantasi angel vampir werewolf warlock downworld shadowhunt demonhunt basedonyoungadultnovel lilycollin jamiecampbellbow kevinzeg jemimawest robertsheehan lenaheadey jaredharri aidanturn godfreygao robertmaillet kevindurand cchpounder jonathanrhysmey aidanturn stephenr.hart harryvangorkum chadconnel chrisratz elyasm ’ barek pedromiguelarc matthewcheng carlosgonzalez-vio haraldzwart"
778,11260,Meet Dave,"crew miniatur alien oper spaceship human form . tri save planet , alien encount new problem , ship becom smitten earth woman . comedi sciencefict adventur famili newyork captain starship newlov earth friendship crew carcrash space alien surviv planet duringcreditssting eddiemurphi elizabethbank gabrielleunion scottcaan edhelm kevinhart patkilban judahfriedland marcbluca jimturn austynmy marioloya mikeo'malley allisynashleyarm alisanport christinawun johndebney brianrobbin"
779,9009,Dark Water,"dahlia william daughter cecelia move rundown apart new york 's roosevelt island . current midst divorc proceed apart , though near excel school daughter , afford . time arriv , mysteri occurr constant drip ceil daughter 's bedroom . drama horror thriller basedonnovel water remak teacher divorc apart ghost manhattan , newyorkc jenniferconnelli johnc.reilli timroth dougrayscott petepostlethwait arielgad camrynmanheim perlahaney-jardin debramonk lindaemond billbuel katehewlett angelobadalamenti waltersal"
780,11374,Edtv,video store clerk ed agre life film camera crew tv network . comedi tvshow tvstation simulatedr realitytv tvstar tvrate matthewmcconaughey woodyharrelson sallykirkland jennaelfman martinlandau ellendegener robrein dennishopp elizabethhurley adamgoldberg vivekadavi clinthoward geoffreyblak gailbogg jennabyrn gregsestero rupaul merrindungey iangomez gavingraz chrishogan ariannahuffington larri '' flash '' jenkin wendlejoseph scottlaros johnlivingston mitzimccal jimmeskimen donmost rickoverton jamesritz rustyschwimm stevenshenbaum geddewatanab stevekehela googygress jomcginley johnpirruccello charlesarthurberg anthonyjensen sommergarcia jenniferelisecox alexandraholden markwheel annakarin georgeplimpton michaelmoor merrillmarko billmah jayleno soniabhalla ronhoward randyedelman
781,2309,Inkheart,"adventur father young daughter , search long lost book help reunit miss , close rel . adventur famili fantasi book fairytal eavesdrop adventur writer'sblock brendanfras siennaguillori andyserki elizabennett paulbettani jimbroadb helenmirren mattk rafigavron marnixvandenbroek richardstrang stevespeir jamieforeman stephengraham mirabelo'keef johnthomson lesleysharp terezasrbova helensoraya jenniferconnelli iainsoftley"
782,8285,The Spirit,"mean street man must come . hero born , murder , born . rooki cop name denni colt return beyond spirit , hero whose mission fight bad forc shadow central citi , octopu kill anyon unfortun enough see face plan . 's go wipe entir citi . action comedi thriller crime sciencefict secretident robber mask frog basedoncomicstrip backfromthedead gabrielmacht scarlettjohansson samuell.jackson evamend pazvega jaimek danlauria sarahpaulson stanakat frankmil ericbalfour johnnysimmon seychellegabriel dangerr kimberlycox frankmil davidnewman"
783,210860,Mortdecai,"art dealer , charl mortdecai , search stolen paint rumor contain secret code gain access hidden nazi gold . comedi adventur basedonnovel paint debt artdeal stolenpaint johnnydepp gwynethpaltrow ewanmcgregor paulbettani oliviamunn jeffgoldblum jonnypasvolski michaelculkin ulrichthomsen alecutgoff guyburnet chrisbearn jamiebernadett stephenfarrelli davidkoepp"
784,2312,In the Name of the King: A Dungeon Siege Tale,"man name farmer set rescu kidnap wife aveng death son -- two act commit krug , race animal-warrior control evil gallian . adventur fantasi action drama fictionalplac monster lossoffamili newlov hero loveofone'slif magic fairytal villain kingdom enchant badpow son heirtothethron motherlylov wizardri reveng royalti famili basedonvideogam mediev jasonstatham johnrhys-davi rayliotta leeleesobieski burtreynold ronperlman brianj.whit kristannaloken matthewlillard claireforlani mikedopud taniasaulni gabrielleros terencekelli carrieflem evapadberg willsanderson jacquelineannsteuart travismacdonald uwebol"
785,9839,Beyond Borders,"beyond border epic tale turbul romanc two star-cross lover set backdrop world 's danger hot spot . academi award winner angelina joli star sarah jordan , american live london 1984. marri henri bauford son wealthi british industrialist , encount nick callahan renegad doctor , whose impass plea help support relief effort war-torn africa move deepli . result , sarah embark upon journey discoveri lead danger , heartbreak romanc far corner world . drama romanc adventur war londonengland cia landmin loveofone'slif cambodia ethiopia chechnya foreignaid angelinajoli cliveowen teripolo linusroach noahemmerich yorickvanwageningen timothywest jonathanhiggin iainle katetrott johngausden isabellehorl keelananthoni johnbourgeoi nambithampumlwana juliancasey normberketa fikilenyandeni kalyanetea aidanpick kateashfield tonyrobinow andrewfrench jamiebartlett tumishomasha fayepet johnmatshikiza zaankweta sahajakboonthanakit dennistan doanjaroen-ngarmmackenzi burtkwouk teerawatmulvilai bertranda.henri jasmingeljo francisx.mccarthi manueltadro josephantaki vladimirradian elizabethwhitmer robburn matthewtiffin robinwilcock markantonykrupa romanchtinov donovanganeb andremartin nickwalk chanida'chompoo'yasiri emmasteven jameshorn martincampbel"
786,381902,The Monkey King 2,"take place 500 year havoc heaven , tang priest appoint buddha go west fetch sacr scriptur , accident free monkey king . ladi white ( gong li ) aim break team assembl defeat , monkey king must fight order save world ! action adventur fantasi monkeyk aaronkwok gongli williamfeng xiaoshenyang himlaw kellychen feixiang luwei gisellechia miya miyamuqi soicheang"
787,13922,The Great Raid,"world war ii rage , elit sixth ranger battalion given mission heroic proport : push 30 mile behind enemi line liber 500 american prison war . action histori war basedonnovel worldwarii prisonersofwar narrat archivefootag rescuemiss soldier 1940 inspiredbytrueev fictionalizedhistori benjaminbratt jamesfranco connienielsen martoncsoka josephfienn markconsuelo maxmartini loganmarshall-green robertmammon cesarmontano jamescarpinello claynecrawford motokikobayashi gotarotsunashima craigmclachlan samworthington kennydoughti nataliemendoza paolomontalbán masayamaguchi paulnakauchi freddiejoefarnsworth lairdmacintosh jeremycallaghan scottmclean roystoninn diarmidheidenreich lukepegl daledy jeromeehl bretttuck kristianschmid warwickyoung steveharman timcampbel mattdoran nicholasbel iaingardin christopherjamesbak christophermorri eugeniayuan alvinanson rommelmontano r.j.leyran simonmaiden neilfitzpatrick laurastejsk rezcortez bembolroco yutakaizumihara kensenga richardjoson valerieberri adolfhitl franklind.roosevelt douglasmacarthur johndahl"
788,293660,Deadpool,"deadpool tell origin stori former special forc oper turn mercenari wade wilson , subject rogu experi leav acceler heal power , adopt alter ego deadpool . arm new abil dark , twist sens humor , deadpool hunt man nearli destroy life . action adventur comedi antihero mercenari marvelcom superhero basedoncomicbook breakingthefourthwal aftercreditssting duringcreditssting selfheal ryanreynold morenabaccarin edskrein t.j.miller ginacarano leslieuggam briannahildebrand karansoni jedre stefankapičić randalreed isaacc.singletonjr . michaelbenya styledayn kylecassi taylorhickson ayze naikatoussaint justynshippelt donnayamamoto hughscott cindypip emilyhain aatashamir chadriley paulbelsito darceyjohnson kylerideout jasonwilliamday stanle benjaminwilkinson rachelsheen paullazenbi robhayt heatherashleychas fabiolacolmenero victoriademar davidhardwar matthewhogli tonychriskazolea greglasal davidlongworth michaelneumey seanquan anthonyj.sacco olesiashewchuk danzachari timmil"
789,9713,Holy Man,"eddi murphi star over-the-top televis evangelist find way turn televis home shop religi experi , take america storm . drama comedi salesclerk televis tvrate guru televisionproduc eddiemurphi jeffgoldblum kellypreston robertloggia joncryer alansilvestri stephenherek"
790,190859,American Sniper,"u.s. navi seal chri kyle take sole mission—protect comrades—to heart becom one lethal sniper american histori . pinpoint accuraci save countless live also make prime target insurg . despit grave danger struggl good husband father famili back state , kyle serv four tour duti iraq . howev , final return home , find leav war behind . war action sniper biographi iraq navys u.s.soldi bradleycoop siennamil kylegalln colekoni benre eliserobertson lukesunshin troyvinc brandonsalgadot chancekelli keiro'donnel marnettepatterson billymil leonardrobert reynaldogallego kevinlacz jakemcdorman coryhardrict ericladin brandoeaton jamesryen lukegrim sammysheik evangambl timgriffin brianhallisay erikaudé navidnegahban fehdbenchemsi ericclos zackduham midohamada kathemazur samjaeg assafcohen fahimfazli hectorbucio jonathangroff melissahayden pameladeniseweav jamesd.dev owainyeoman gregduk maxcharl robertclotworthi anthonyjen vincentselhorst-jon emersonbrook e.r.ruiz amberalexand jasonhal jasonwalsh jonathankowalski shanehabberstad kevinryan benjaminmath luisjoselopez hadmhidisenhaji ryansadaghiani aymansamman salahsalea aidanmcgraw fergusonreid markthomason amiefarrel quayterri tamigoveia leoncharlesfarm paulmeixn victoriareinasigloch joellambert tonynevada brettedward nicksalt rickyryba jetjurgensmey madeleinemcgraw elizabethschmidt bryananderson jacobschick wadewhit clinteastwood"
791,257445,Goosebumps,"teenag team daughter young adult horror author r.l . stine writer 's imaginari demon set free town madison , delawar . adventur horror comedi basedonnovel magic fantasi werewolf famili ventriloquistdummi bookcomestolif 3d jackblack dylanminnett odeyarush amyryan jillianbel ryanle kenmarino halstonsag kumailnanjiani timothysimon amandalund stevenkrueg karansoni e.rogermitchel kevingalbraith keitharthurbolden benjaminpapac r.l.stine nateandrad johnberneck sheldonbrown melissabrew marshallchoka melissacowan johndeif everettdixon briangabriel maryanngorka clarehalstead devinhampton roryheali drewlamkin viviankyl katielumpkin charlieleach larrymainland luckymangion justinnat joshphillip mickiepollock stevequinn ashleighjosizemor jefftenney jennifertrudrung ashtonleewoolen colemanyouman calebemeri gabrielahernandez sarahborn jasondavi jeffglov monroemil erica-mariesanchez ellawahlestedt dannyelfman robletterman"
792,9007,Just Like Heaven,"shortli david abbott move new san francisco dig , unwelcom visitor hand : winsom elizabeth martinson , assert apart -- promptli vanish . start appear disappear , david think 's ghost , elizabeth convinc 's aliv . comedi fantasi romanc coma basedonnovel workahol flirt architect romanticcomedi ghost landscapearchitect reesewitherspoon markruffalo donallogu dinaspybey-wat benshenkman jonhed ivanamiličević carolineaaron rosalindchao roncanada williegarson gabriellemad williamcaplo shuliecowen karahamilton jimmyortega billybeck cristiancruz catherinetab kerrisdorsey alyssashaf nicolewild dougkrizn jacobchamb karenharrison diegosebastian benjaminhugh chrispflueg paulcassel drewletchworth raymondo'connor lucillesoong joelmckinnonmil victoryerrid lornascott jeffreymarcu kentakemoto chaimgirafi zoewat ingridcore leeburn amitaballa rolfek markwat"
793,889,The Flintstones in Viva Rock Vegas,"flintston . flintston rubbl head rock vega fred hope court love wilma . noth stand way love , except conniv chip rockefel playboy born baysvil made cutthroat town rock vega . fred win wilma 's love ? sciencefict comedi famili romanc waitress marriagepropos flirt stoneag bestfriend dinosaur markaddi stephenbaldwin kristenjohnston janekrakowski joancollin thomasgibson harveykorman alancum johntaylor alexmenes tonylongo dannywoodburn taylornegron kristenstewart davidnewman brianlev"
794,1370,Rambo III,"combat taken toll rambo , 's final begun find inner peac monasteri . rambo 's friend mentor col. trautman ask help top secret mission afghanistan , rambo declin must reconsid trautman captur . action adventur thriller war competit submachinegun sovietunion liber russian soviettroop thailand freedomfight afghanistan waronfreedom machinegun mujahid realityshow western japanesefood soapopera sylvesterstallon richardcrenna kurtwoodsmith spirosfocá sassongabai doudishoua randyraney marcusgilbert alonaboutboul mahmoudassadollahi josephshiloach harolddiamond mattiseri shabyben-aroya marcdejong tikvaaziz jerrygoldsmith petermacdonald"
795,4942,Leatherheads,"light heart comedi begin profession american footbal . decor war hero colleg star tempt play profession footbal . everyon see chanc make big money , report dig dirt war hero ... everyon could lose . comedi romanc drama americanfootbal sportsteam stadium hero success sponsorship polic game coach womanreport thebiggam georgeclooney renéezellweg johnkrasinski wayneduval stephenroot jonathanpryc jackthompson maxcasella mattbushel nickpaonessa malcolmgoodwin robertbak timgriffin keithlonek georgeclooney randynewman"
796,347969,The Ridiculous 6,"long-lost outlaw father return , tommi `` white knife '' stockburn goe adventure-fil journey across old west five brother . comedi western wildwest adamsandl taylorlautn stevebuscemi terrycrew dannytrejo davidspad harveykeitel nicknolt robschneid lukewilson willfort stevezahn jorgegarcia johnturturro chrisparnel nickswardson normmacdonald whitneycum jaredsandl jonlovitz johnfarley lavellcrawford blakeclark blakeshelton vanillaic juliajon danpatrick meggiemaddock sarahminnich saginawgr vanessatorr martinpalm katalinaparrish alexknight kevingradi catharinepilafa richardb crystalmil j.nathansimmon jettodorsainvil derekblakeney madisonfogl christopherw.garcia davidmanzanar kearonlehman jamese.lan ricardoandr gonzalorobl melissa-louelli henrysteckman michaele.stogn paulcast natashanazario corinnefox kimokeok rubenriveralaguna dennyo'connor clintobenchain erice.griego toddbethk bennyjam alanhumphrey jamesonmacmillan michaelnealpowel victorial.moya burtonritchi rodgerlar cliffgravel rupertgregson-william elmoweb frankcoraci"
797,24438,Did You Hear About the Morgans?,"new york citi , estrang coupl wit murder reloc small-town wyom part witness-protect program . comedi witnessprotect comedi duringcreditssting hughgrant sarahjessicapark marysteenburgen samelliott nataliaklima kimshaw vincenzoamato jesseliebman elisabethmoss michaelkelli sethgilliam sándortécsi kevinbrown stevenboy sharonwilkin christopheratwood theodoreshapiro marclawr"
798,116741,The Internship,two recent laid-off men 40 tri make intern success internet compani manag 20 . comedi jobinterview lossofjob intern referencetogoogl newjob laidoff transamericapyramid owenwilson vincevaughn rosebyrn maxminghella aasifmandvi joshbren dylano'brien tiyasircar tobitraphael joshgad jessicaszohr robriggl ericandré harveyguillen garyanthonywilliam brunoamato joannagarcia annaeng b.j.novak karenceesay ashleeheath linda'lil'johnston willferrel johngoodman jilljanecl seangould brianf.durkin sophielevi charlielevi valynhal jarionmonro feltengonciang dorismorgado mollybradi jodysmith'thesupertrain ' tiararamo wellschen rodolfocbarrio lauraavnaim durabrown miracoleburn briancastellano cabrane.chamberlain rickycornett mickeycolejr . margiecox gregcrew thomasdalbi coreyd.dargan nickdekay patrickengl amfong bentleyg johnt.ford claudiag tinagilton christianguiton danielhowat johnlobato michaeld.layden lianaloggin luckymangion coopermckay juliemayo kristinamickel kenmeld mosesj.moseley kaciejomartanickl camilokemolmeda johnorant waynepack starphyf danielparteni kellyv.reid joelrog joshuareid-davi mitchellschwartz mollyshaiken nataliasmith curryston kristopherthiab jaketompkin bilanwalk matthewwang jameswatlington jeanwhalen callanwilson nickolaswolf calebwood bradymoraleswooleri jacquelinemariezwick andrewblazenski zanestephen tylerbilyeu hunterclowdu jekynspelaez deanbalkwil tesslevi cliftonguterman chastyballestero heatherraeyoung chutitiu marthab.knighton guswilliam sergeybrin troyfaruk carlmarino christophermarron nkechiokoro vanessaross etiennevick milliewannamak johnmichaelweatherli stevenwiig lisawu jimmyo.yang michaelj.walk shawnlevi christophebeck
799,35791,Resident Evil: Afterlife,"world ravag viru infect , turn victim undead , alic continu journey find survivor lead safeti . deadli battl umbrella corpor reach new height , alic get unexpect help old friend . new lead promis safe undead take lo angel , arriv citi overrun thousand undead - alic comrad step deadli trap . action adventur horror sciencefict post-apocalypt dystopia undead biohazard evilcorpor residentevil zombi basedonvideogam duringcreditssting 3d millajovovich wentworthmil alilart kimcoat kaceyclark shawnrobert sergioperis-mencheta boriskodjo siennaguillori spencerlock normanyeung rayolubowal christopherkano tatsuyagok fulviocecer paulw.s.anderson tomandandi"
800,72431,Red Tails,"stori tuskege airmen , first african-american pilot fli combat squadron world war ii . drama action adventur histori war worldwarii fighterpilot fighterplan bryancranston davidoyelowo cubagoodingjr . danielaruah terrencehoward andreroyo robertkazinski leetergesen matthewleitch michaelb.jordan methodman geraldmcraney matthewmarsh barnabykay chrisriedel leslieodomjr . anthonyhemingway"
801,1813,The Devil's Advocate,"hotshot lawyer get bargain learn new boss lucif . drama horror mysteri thriller childabus southernusa obsess subway nuditi bibl seduct hallucin ambit devil'sson marriagecrisi pactwiththedevil crookedlawy evilspirit satan religion lust courtroom temptat lawfirm manhattan , newyorkc sevendeadlysin ethic gainesvilleflorida keanureev alpacino charlizetheron jeffreyjon judithivey connienielsen craigt.nelson tamaratuni rubensantiago-hudson debramonk vytorugini lauraharrington pamelagray georgewyn chrisbauer connieembesi jonathancavallari heathermatarazzo murphyguy leoburmest billmoor nealjon eddiealdridg markdeakin ronyclanton georgeo.goreii alanmanson brianpoteat danieloresk kimchan capricebenedetti donk raygarvey roccomusacchia susankellermann jamessaito harshnayyar mohammedghaffari nickicochran fenjaklau ginolucci novellanelson vincentlaresca bennyniev francileari monicakeena glorialynnehenri jamesnewtonhoward taylorhackford"
802,87428,That's My Boy,"teen , donni father son , todd , rais singl parent todd 's 18th birthday . , see year , todd 's world come crash donni resurfac todd 's wed . comedi deadbeatdad cheatingfiancé teacherstudentsex brothersisterincest adamsandl susansarandon evaamurrimartino leightonmeest andysamberg danpatrick jamescaan vanillaic toddbridg willfort racheldratch miloventimiglia blakeclark meagenfay tonyorlando ciara peggystewart nickswardson luenel anagastey justinweav julialeawolov rebeccamarshal carriewiita abigailklein sadiesandl sunnysandl colinquinn rupertgregson-william seanand"
803,8840,DragonHeart,"ancient time majest fire-breath soar sky , knight name bowen come face face heart heart last dragon earth , draco . take arm suppress tyrant king , bowen soon realiz task harder 'd imagin : kill king , draco die well . fantasi magic kingdom despot immort villag forest armi horror partner reveng knight battl mediev dragonheart dennisquaid davidthewli petepostlethwait dinamey juliechristi seanconneri johngielgud leeoak brianthompson jasonisaac wolfchristian terryo'neil evavejmělková milanbahúl peterhr sandrakovacicova kylecohen thombak randyedelman robcohen"
804,10589,After the Sunset,"two master thiev ( brosnan hayek ) final retir one last succes mission . resid tropic paradis , old nemesi , fbi agent stan p. lloyd show make sure realli retir . dock port ocean liner call `` diamond cruis '' stan convinc 're realli retir , next set . action comedi crime drama bahama masterthief crookcoupl piercebrosnan salmahayek woodyharrelson troygar russellhornsbi rexlinn michaelbowen markmos chrispenn obbababatundé giannirusso doncheadl naomieharri andrewfiscella karlmalon shaquilleo'n garypayton mykeltiwilliamson alandal robertcurtisbrown jeffgarlin katewalsh tommcgowan rachaelharri lisathornhil joelmckinnonmil shakaraledard audreyquock gillianvigman davidreiv kamalmarayati noémielenoir omahyramota oluchionweagba tonyledard laloschifrin brettratn"
805,71676,Ghost Rider: Spirit of Vengeance,"devil resurfac aim take world human form , johnni blaze reluctantli come hide transform flame-spew supernatur hero ghost rider -- rescu 10-year-old boy unsavori end . action fantasi thriller monk easterneurop skeleton biker marvelcom superhero motorcycl devil darkhero ghostrid nicolascag ciaránhind violanteplacido fergusriordan johnnywhitworth christopherlambert idriselba anthonystewarthead spencerwild jacekkoman vincentregan briantaylor markneveldin davidsardi"
806,1722,Captain Corelli's Mandolin,"greek fisherman leav fight greek armi wwii , fiance fall love local italian command . film base novel italian soldier 's experi italian occup greek island cephalonia ( kefalonia ) , hollywood made pure love stori remov much `` unpleas '' stuff . drama histori romanc offic greekisland mandolin italiansoldi resistancefight greekhistori italianarmi alliedforc nicolascag penélopecruz johnhurt christianbal irenepapa gerasimosskiadaressi aspasiakr mihalisgiannato dimitriskaberidi pietrosarubbi vikimaragaki davidmorrissey patrickmalahid stephenwarbeck johnmadden"
807,10022,The Pacifier,disgrac navi seal shane wolf hand new assign : protect five plummer kid enemi recent deceas father -- govern scientist whose top-secret experi remain hidden kid ' hous . action comedi drama famili thriller bodybuild children bodyguard scientist famili u.s.soldi deathofhusband malenanni vindiesel laurengraham faithford chrispott brittanysnow morganyork maxthieriot bradgarrett carolkan tatedonovan scottthompson denisakiyama mung-lingtsui annefletch allisonlynn gabrielantonacci marypitt dansutcliff vanessacobham jordanallison rachaeldolan charlotteszivak toyaalexi valerieboyl karlajang silverkim robertyeretch scotthurst christieallair stephanieallair amyallicock helenachow joellacrichton laurajean rebeccapriestley tarynash catherineburdon shanecardwel tommychang alexanderconti davidlipp tigfong mariageorga nikkishah jordantodosey emiyaguchi-chow demetriusjoyett christopherlorti sotirigeorga stevengeorga gannonracki sethhoward marcushutch davidsparrow evelynkay christianlaurin johnmacdonald billyoliv curtispark mattpurdi jeanpearson kyleschmid robertthoma michaelquintero cameronhickox cadecourtley cassiuswilli jeffpodgurski f.valentinomoral hankamo charleshaugk scottreiff darryldinn christophergiroux liammcguckian adamshankman adamshankman
808,11358,Walking Tall,"former u.s. soldier return hometown find overrun crime corrupt , prompt clean hous . adventur drama action thriller casino sheriff home violenc specialforc exsoldi dwaynejohnson johnnyknoxvil nealmcdonough kristenwilson cobiesmuld michaelbowen ashleyscott johnbeasley barbaratarbuck khleothoma kevindurand andrewtarbet patrickgallagh johnstewart ericbrek ryanrobbin michaeladamthwait darcylauri fredkeat bencardin kettturton terencekelli tomscholt markhoughton jamesashcroft erickeenleysid aarondougla michaelsolti apriltelek sandrastei bencotton chelsieambermceachni kajagjesd melodycherpaw alanadrozduk sandrahiguera tyolsson anamirkov davidpurvi beverleyelliott ritaedward sarahsmith douglassheridan katinarobillard jacquelinestewart artinebrown sandra-jessicacouturi mikedopud leviwood graemerevel kevinbray"
809,13,Forrest Gump,"man low iq accomplish great thing life present signific histor event - case , far exceed anyon imagin could . yet , despit thing attain , one true love elud . 'forrest gump ' stori man rose challeng , prove determin , courag , love import abil . comedi drama romanc vietnamveteran hippi mentallydis run basedonnovel vietnam vietnamwar friendship love familyrelationship bulli mothersonrelationship militari hug shrimp woundedsoldi flashback parkbench ampute tomhank robinwright garysinis mykeltiwilliamson sallyfield michaelconnerhumphrey hannahal haleyjoelos siobhanfallon afemoomilami peterdobson sonnyshroy georgekelli samanderson margomoor christopherjon kevinmangan brettric danielc.striepek davidbrisbin kirkward marlenasmal kittyk.green markmatheisen alharrington jedgillin donfisch mattwallac mikejolli michaelkemmerl johnvoldstad danielj.gillooli michaelburgess stevengriffith michaelmcfal michaelmcfal byronminn stephenbridgewat johnwilliamgalt isabelros richardd'alessandro michaeljac geoffreyblak vanessaroth dickcavett tiffanysalerno tiffanysalerno joealaskey lazarusjackson lazarusjackson noradunfe hallied'amor michaelmattison charlesboswel timothymcneil bobpenni gregbrown troychristian bryanhanna zachhann aaronmichaellacey jacquelinelovel brendanshanahan williamshipman robbskyl maryellentrainor alansilvestri robertzemecki"
810,6477,Alvin and the Chipmunks,"struggl songwrit name dave sevil find success come across trio sing chipmunk : mischiev leader alvin , braini simon , chubbi , impression theodor . comedi music famili fantasi anim pop popstar recordproduc surpris approach forest music concert friendship perform chipmunk talkinganim songwrit talkingtoanim duringcreditssting jasonle davidcross cameronrichardson janelynch justinlong matthewgraygubl jessemccartney veronicaalicino allisonkarman tiarapark kiraverrastro bethriesgraf adrianelenox dontiffani frankmaharajh kevinsymon timhil christopherlennertz"
811,1597,Meet the Parents,"greg focker readi marri girlfriend , pam , pop question , must win formid father , humorless former cia agent jack byrn , wed pam 's sister . greg bend backward make good impress , visit byrn home turn hilari seri disast , everyth go wrong , jack 's critic , hawklik gaze . comedi romanc cia airport cat jew orderli airplan father-in-law epistaxi daughter lostbaggag urn pavilion volleybal hospit wed benstil robertdeniro teripolo blythedann owenwilson nicoledehuff jonabraham jamesrebhorn tommccarthi phyllisgeorg kalirocha berniesheredi judahfriedland peterbartlett johnelsen markhamm amyhohn williamsev johnfior jayroach randynewman"
812,10530,Pocahontas,"histori come glorious life disney 's epic anim tale love adventur new world . pocahonta nativ american woman whose father arrang marri villag 's best warrior . vision tell chang come , soon come face face form capt . john smith . adventur anim drama famili cultureclash settler forbiddenlov coloni music goldrush princess romanc nativeamerican anim virginia starcrossedlov referencetopizarro jamestownvirginia pugdog crossculturalrelationship musket animatetre indianchief basedonfolktal 17thcenturi shaman song indiansvs.settl animalsidekick powhatan landclaim irenebedard melgibson davidogdensti johnkassir russellmean christianbal judykuhn lindahunt dannymann billyconnolli joebak frankwelk michellest.john jamesapaumutfal gordontootoosi jimcum alanmenken mikegabriel ericgoldberg"
813,1924,Superman,"mild-mann clark kent work report daili planet alongsid crush , loi lane − 's love superman . clark must summon superhero alter ego nefari lex luthor launch plan take world . action adventur fantasi sciencefict savingtheworld journalist dccomic crimefight nuclearmissil galaxi superhero basedoncomicbook crimin sabotag northpol midwest kryptonit superpow superhumanstrength aftercreditssting savetheday christopherreev marlonbrando margotkidd genehackman nedbeatti jackiecoop glennford trevorhoward jacko'halloran valerieperrin mariaschel terencestamp phyllisthaxt susannahyork jeffeast marcmcclur sarahdougla harryandrew vassanderson johnholli jamesgarbutt michaelgov davidn penelopele johnstuart alancullen leequigley aaronsmolinski dianesherrycas jeffatcheson bradflock davidpetr billyj.mitchel roberthenderson larrylamb jamesbrockington johncassadi johnf.park harryscott rayevan sushifrin miquelbrown vincentmarzello benjaminfeitelson lisehilboldt leueenwilloughbi jillingham pieterstuyck rexre westongavin stevekahan rayhassett randyjurgensen mattrusso colinskeap boruck paulaveri davidbaxt georgeharrisii michaelharrigan johncord raymondthompson ozclark rexeverhart jaynetottman franklazaru brianprothero lawrencetrimbl robertwhelan davidcald norwichduff keithalexand michaelensign larryhagman paultuerp grahammcpherson davidyorston roberto'neil robertmacleod johnratzenberg alantilvern philbrown billbailey burnelltuck chieftugsmith normanwarwick chuckjulian colinetherington markwynt roysteven noelneil williamrussel johnwilliam richarddonn"
